"date","train","way","station","hour","composition","p1q0","p2q0","p3q0","p0q1","p0q2","p0q3"
2019-02-13,"1",0,"AD","06:00:00",2,NA,NA,NA,0.236,0.154,0.1
2019-02-14,"1",0,"AD","06:00:00",2,NA,NA,NA,0.216,0.149,0.109
2019-02-15,"1",0,"AD","06:00:00",2,NA,NA,NA,0.2,0.135,0.089
2019-02-18,"1",0,"AD","06:00:00",2,NA,NA,NA,0.196,0.132,0.088
2019-02-19,"1",0,"AD","06:00:00",2,NA,NA,NA,0.185,0.122,0.086
2019-02-21,"1",0,"AD","06:00:00",2,NA,NA,NA,0.187,0.127,0.1
2019-03-11,"1",0,"AD","06:00:00",2,NA,NA,NA,0.222,0.153,0.101
2019-03-12,"1",0,"AD","06:00:00",2,NA,NA,NA,0.234,0.163,0.111
2019-03-14,"1",0,"AD","06:00:00",2,NA,NA,NA,0.213,0.148,0.102
2019-03-18,"1",0,"AD","06:00:00",2,NA,NA,NA,0.206,0.148,0.099
2019-03-20,"1",0,"AD","06:00:00",2,NA,NA,NA,0.201,0.146,0.101
2019-03-22,"1",0,"AD","06:00:00",2,NA,NA,NA,0.174,0.127,0.097
2019-03-25,"1",0,"AD","06:00:00",2,NA,NA,NA,0.187,0.137,0.096
2019-03-26,"1",0,"AD","06:00:00",2,NA,NA,NA,0.203,0.149,0.11
2019-03-27,"1",0,"AD","06:00:00",2,NA,NA,NA,0.203,0.145,0.104
2019-03-28,"1",0,"AD","06:00:00",2,NA,NA,NA,0.204,0.144,0.1
2019-03-29,"1",0,"AD","06:00:00",2,NA,NA,NA,0.2,0.138,0.097
2019-04-01,"1",0,"AD","06:00:00",2,NA,NA,NA,0.191,0.142,0.103
2019-04-02,"1",0,"AD","06:00:00",2,NA,NA,NA,0.196,0.14,0.098
2019-04-04,"1",0,"AD","06:00:00",2,NA,NA,NA,0.185,0.125,0.091
2019-04-05,"1",0,"AD","06:00:00",2,NA,NA,NA,0.169,0.121,0.089
2019-04-08,"1",0,"AD","06:00:00",2,NA,NA,NA,0.193,0.129,0.087
2019-04-09,"1",0,"AD","06:00:00",2,NA,NA,NA,0.2,0.139,0.095
2019-04-10,"1",0,"AD","06:00:00",2,NA,NA,NA,0.175,0.12,0.082
2019-04-11,"1",0,"AD","06:00:00",2,NA,NA,NA,0.193,0.131,0.094
2019-04-12,"1",0,"AD","06:00:00",2,NA,NA,NA,0.211,0.153,0.101
2019-04-15,"1",0,"AD","06:00:00",2,NA,NA,NA,0.197,0.143,0.101
2019-04-18,"1",0,"AD","06:00:00",2,NA,NA,NA,0.212,0.137,0.094
2019-04-19,"1",0,"AD","06:00:00",2,NA,NA,NA,0.184,0.132,0.1
2019-05-06,"1",0,"AD","06:00:00",2,NA,NA,NA,0.201,0.144,0.087
2019-05-07,"1",0,"AD","06:00:00",2,NA,NA,NA,0.197,0.139,0.1
2019-05-10,"1",0,"AD","06:00:00",2,NA,NA,NA,0.177,0.138,0.094
2019-05-14,"1",0,"AD","06:00:00",2,NA,NA,NA,0.216,0.158,0.119
2019-05-15,"1",0,"AD","06:00:00",2,NA,NA,NA,0.199,0.148,0.105
2019-05-16,"1",0,"AD","06:00:00",2,NA,NA,NA,0.197,0.143,0.1
2019-05-20,"1",0,"AD","06:00:00",2,NA,NA,NA,0.203,0.15,0.102
2019-01-07,"1",0,"AI","06:00:00",2,0.097,0.166,NA,0.216,0.23,0.201
2019-01-08,"1",0,"AI","06:00:00",2,0.106,0.177,NA,0.216,0.247,0.204
2019-01-10,"1",0,"AI","06:00:00",2,0.127,0.14,NA,0.227,0.25,0.213
2019-01-11,"1",0,"AI","06:00:00",2,0.073,0.160248,NA,0.229,0.253,0.213
2019-01-14,"1",0,"AI","06:00:00",2,0.116,0.158128,NA,0.225,0.258,0.21
2019-01-15,"1",0,"AI","06:00:00",2,0.108,0.151,NA,0.238,0.254,0.218
2019-01-17,"1",0,"AI","06:00:00",2,0.103,0.160248,NA,0.228,0.239,0.209
2019-01-18,"1",0,"AI","06:00:00",2,0.102,0.126,NA,0.217,0.221,0.207
2019-01-21,"1",0,"AI","06:00:00",2,0.11112,0.146,NA,0.258,0.257,0.234
2019-01-22,"1",0,"AI","06:00:00",2,0.119,0.265,NA,0.242,0.261,0.223
2019-01-23,"1",0,"AI","06:00:00",2,0.1,0.175,NA,0.244,0.251,0.225
2019-01-24,"1",0,"AI","06:00:00",2,0.132,0.169,NA,0.241,0.258,0.218
2019-01-28,"1",0,"AI","06:00:00",2,0.146,0.1689376,NA,0.221,0.246,0.207
2019-01-29,"1",0,"AI","06:00:00",2,0.116824,0.178,NA,0.221,0.22,0.204
2019-01-31,"1",0,"AI","06:00:00",2,0.104,0.1482,NA,0.213,0.241,0.196
2019-02-01,"1",0,"AI","06:00:00",2,0.101,0.18744,NA,0.189,0.198,0.175
2019-02-04,"1",0,"AI","06:00:00",2,0.101,0.134,NA,0.217,0.245,0.199
2019-02-05,"1",0,"AI","06:00:00",2,0.116824,0.162,NA,0.216,0.227,0.199
2019-02-06,"1",0,"AI","06:00:00",2,0.119,0.143,NA,0.23,0.233,0.208
2019-02-07,"1",0,"AI","06:00:00",2,0.119,0.168,NA,0.243,0.261,0.226
2019-02-11,"1",0,"AI","06:00:00",2,0.106,0.163,NA,0.181,0.202,0.166
2019-02-12,"1",0,"AI","06:00:00",2,0.101,0.159,NA,0.207,0.228,0.19
2019-02-13,"1",0,"AI","06:00:00",2,0.094,0.145,NA,0.255,0.257,0.236
2019-02-14,"1",0,"AI","06:00:00",2,0.10932,0.136,NA,0.232,0.253,0.216
2019-02-15,"1",0,"AI","06:00:00",2,0.163,0.112,NA,0.211,0.209,0.2
2019-02-18,"1",0,"AI","06:00:00",2,0.107,0.165,NA,0.207,0.233,0.196
2019-02-19,"1",0,"AI","06:00:00",2,0.089,0.182,NA,0.2,0.237,0.185
2019-02-21,"1",0,"AI","06:00:00",2,0.08,0.189,NA,0.204,0.222,0.187
2019-03-11,"1",0,"AI","06:00:00",2,0.10932,0.152,NA,0.229,0.239,0.222
2019-03-12,"1",0,"AI","06:00:00",2,0.142,0.166,NA,0.248,0.238,0.234
2019-03-14,"1",0,"AI","06:00:00",2,0.108,0.173,NA,0.227,0.255,0.213
2019-03-18,"1",0,"AI","06:00:00",2,0.093,0.156688,NA,0.215,0.241,0.206
2019-03-20,"1",0,"AI","06:00:00",2,0.098,0.156,NA,0.212,0.236,0.201
2019-03-22,"1",0,"AI","06:00:00",2,0.1148,0.1838,NA,0.182,0.222,0.174
2019-03-25,"1",0,"AI","06:00:00",2,0.113,0.139,NA,0.198,0.214,0.187
2019-03-26,"1",0,"AI","06:00:00",2,0.104424,0.153,NA,0.219,0.223,0.203
2019-03-27,"1",0,"AI","06:00:00",2,0.116,0.171,NA,0.215,0.234,0.203
2019-03-28,"1",0,"AI","06:00:00",2,0.113,0.149,NA,0.22,0.244,0.204
2019-03-29,"1",0,"AI","06:00:00",2,0.121,0.142,NA,0.202,0.226,0.2
2019-04-01,"1",0,"AI","06:00:00",2,0.107,0.155,NA,0.202,0.215,0.191
2019-04-02,"1",0,"AI","06:00:00",2,0.097,0.1494,NA,0.207,0.23,0.196
2019-04-04,"1",0,"AI","06:00:00",2,0.129,0.153,NA,0.196,0.217,0.185
2019-04-05,"1",0,"AI","06:00:00",2,0.11,0.155,NA,0.18,0.182,0.169
2019-04-08,"1",0,"AI","06:00:00",2,0.107,0.1492,NA,0.204,0.232,0.193
2019-04-09,"1",0,"AI","06:00:00",2,0.139,0.2,NA,0.216,0.25,0.2
2019-04-10,"1",0,"AI","06:00:00",2,0.113224,0.159,NA,0.193,0.206,0.175
2019-04-11,"1",0,"AI","06:00:00",2,0.129,0.158,NA,0.207,0.223,0.193
2019-04-12,"1",0,"AI","06:00:00",2,0.121,0.151,NA,0.223,0.239,0.211
2019-04-15,"1",0,"AI","06:00:00",2,0.105,0.144,NA,0.207,0.229,0.197
2019-04-18,"1",0,"AI","06:00:00",2,0.1,0.163088,NA,0.234,0.24,0.212
2019-04-19,"1",0,"AI","06:00:00",2,0.107,0.18744,NA,0.2,0.214,0.184
2019-05-06,"1",0,"AI","06:00:00",2,0.089,0.145,NA,0.213,0.233,0.201
2019-05-07,"1",0,"AI","06:00:00",2,0.11,0.188,NA,0.211,0.229,0.197
2019-05-10,"1",0,"AI","06:00:00",2,0.1148,0.1838,NA,0.188,0.216,0.177
2019-05-14,"1",0,"AI","06:00:00",2,0.111,0.163088,NA,0.225,0.227,0.216
2019-05-15,"1",0,"AI","06:00:00",2,0.185,0.1692,NA,0.209,0.229,0.199
2019-05-16,"1",0,"AI","06:00:00",2,0.1212,0.1826,NA,0.206,0.214,0.197
2019-05-20,"1",0,"AI","06:00:00",2,0.097,0.182,NA,0.215,0.233,0.203
2019-01-07,"1",0,"AJ","06:00:00",2,0.149,0.183,0.168,0.216,0.275,0.23
2019-01-08,"1",0,"AJ","06:00:00",2,0.16,0.216,0.19,0.216,0.268,0.247
2019-01-10,"1",0,"AJ","06:00:00",2,0.177,0.18,0.175,0.227,0.268,0.25
2019-01-11,"1",0,"AJ","06:00:00",2,0.092,0.131,0.171666666666667,0.229,0.281,0.253
2019-01-14,"1",0,"AJ","06:00:00",2,0.161,0.134,0.182666666666667,0.225,0.302,0.258
2019-01-15,"1",0,"AJ","06:00:00",2,0.164,0.172,0.169,0.238,0.275,0.254
2019-01-17,"1",0,"AJ","06:00:00",2,0.152,0.18788,0.161,0.228,0.26,0.239
2019-01-18,"1",0,"AJ","06:00:00",2,0.154,0.157,0.166,0.217,0.232,0.221
2019-01-21,"1",0,"AJ","07:00:00",2,0.1394,0.17,0.162,0.258,0.297,0.257
2019-01-22,"1",0,"AJ","06:00:00",2,0.17,0.309,0.184,0.242,0.273,0.261
2019-01-23,"1",0,"AJ","06:00:00",2,0.165,0.2,0.188,0.244,0.264,0.251
2019-01-24,"1",0,"AJ","06:00:00",2,0.19,0.197,0.169,0.241,0.298,0.258
2019-01-28,"1",0,"AJ","06:00:00",2,0.132,0.187,0.201,0.221,0.271,0.246
2019-01-29,"1",0,"AJ","06:00:00",2,0.13988,0.196,0.168,0.221,0.229,0.22
2019-01-31,"1",0,"AJ","06:00:00",2,0.163,0.18368,0.171,0.213,0.268,0.241
2019-02-01,"1",0,"AJ","06:00:00",2,0.132,0.2044,0.217,0.189,0.232,0.198
2019-02-04,"1",0,"AJ","06:00:00",2,0.157,0.161,0.190666666666667,0.217,0.302,0.245
2019-02-05,"1",0,"AJ","06:00:00",2,0.14028,0.217,0.201,0.216,0.26,0.227
2019-02-06,"1",0,"AJ","06:00:00",2,0.18,0.164,0.158,0.23,0.258,0.233
2019-02-07,"1",0,"AJ","06:00:00",2,0.173,0.202,0.162,0.243,0.322,0.261
2019-02-11,"1",0,"AJ","06:00:00",2,0.145,0.189,0.191,0.181,0.225,0.202
2019-02-12,"1",0,"AJ","06:00:00",2,0.157,0.202,0.168466666666667,0.207,0.247,0.228
2019-02-13,"1",0,"AJ","06:00:00",2,0.12,0.176,0.153,0.255,0.278,0.257
2019-02-14,"1",0,"AJ","06:00:00",2,0.1705,0.21,0.184,0.232,0.28,0.253
2019-02-15,"1",0,"AJ","06:00:00",2,0.233,0.147,0.164,0.211,0.24,0.209
2019-02-18,"1",0,"AJ","06:00:00",2,0.155,0.197,0.163,0.207,0.252,0.233
2019-02-19,"1",0,"AJ","06:00:00",2,0.149,0.211,0.181,0.2,0.284,0.237
2019-02-21,"1",0,"AJ","06:00:00",2,0.116,0.244,0.171333333333333,0.204,0.24,0.222
2019-03-11,"1",0,"AJ","06:00:00",2,0.1465,0.182,0.193,0.229,0.304,0.239
2019-03-12,"1",0,"AJ","06:00:00",2,0.197,0.194,0.183,0.248,0.254,0.238
2019-03-14,"1",0,"AJ","06:00:00",2,0.149,0.204,0.182,0.227,0.27,0.255
2019-03-18,"1",0,"AJ","06:00:00",2,0.143,0.172,0.185833333333333,0.215,0.287,0.241
2019-03-20,"1",0,"AJ","06:00:00",2,0.152,0.191,0.185,0.212,0.28,0.236
2019-03-22,"1",0,"AJ","06:00:00",2,0.14808,0.202,0.169583333333333,0.182,0.277,0.222
2019-03-25,"1",0,"AJ","06:00:00",2,0.152,0.167,0.168733333333333,0.198,0.242,0.214
2019-03-26,"1",0,"AJ","06:00:00",2,0.13708,0.2,0.206,0.219,0.249,0.223
2019-03-27,"1",0,"AJ","06:00:00",2,0.18,0.195,0.19,0.215,0.266,0.234
2019-03-28,"1",0,"AJ","06:00:00",2,0.158,0.194,0.184,0.22,0.259,0.244
2019-03-29,"1",0,"AJ","06:00:00",2,0.188,0.167,0.153,0.202,0.255,0.226
2019-04-01,"1",0,"AJ","06:00:00",2,0.159,0.189,0.174,0.202,0.23,0.215
2019-04-02,"1",0,"AJ","06:00:00",2,0.152,0.183,0.185,0.207,0.268,0.23
2019-04-04,"1",0,"AJ","06:00:00",2,0.183,0.192,0.176,0.196,0.233,0.217
2019-04-05,"1",0,"AJ","06:00:00",2,0.175,0.187,0.166266666666667,0.18,0.2,0.182
2019-04-08,"1",0,"AJ","06:00:00",2,0.134,0.18036,0.281,0.204,0.259,0.232
2019-04-09,"1",0,"AJ","06:00:00",2,0.185,0.227,0.179,0.216,0.284,0.25
2019-04-10,"1",0,"AJ","06:00:00",2,0.15948,0.175,0.164,0.193,0.222,0.206
2019-04-11,"1",0,"AJ","06:00:00",2,0.186,0.196,0.159,0.207,0.248,0.223
2019-04-12,"1",0,"AJ","06:00:00",2,0.171,0.193,0.127,0.223,0.246,0.239
2019-04-15,"1",0,"AJ","06:00:00",2,0.154,0.18,0.16932,0.207,0.251,0.229
2019-04-18,"1",0,"AJ","06:00:00",2,0.142,0.18788,0.18,0.234,0.249,0.24
2019-04-19,"1",0,"AJ","06:00:00",2,0.131,0.2098,0.14,0.2,0.237,0.214
2019-05-06,"1",0,"AJ","06:00:00",2,0.139,0.189,0.151,0.213,0.271,0.233
2019-05-07,"1",0,"AJ","06:00:00",2,0.163,0.232,0.172,0.211,0.255,0.229
2019-05-10,"1",0,"AJ","06:00:00",2,0.15668,0.172,0.165733333333333,0.188,0.24,0.216
2019-05-14,"1",0,"AJ","06:00:00",2,0.163,0.17,0.167053333333333,0.225,0.265,0.227
2019-05-15,"1",0,"AJ","06:00:00",2,0.221,0.171,0.1706,0.209,0.272,0.229
2019-05-16,"1",0,"AJ","06:00:00",2,0.16968,0.166,0.170933333333333,0.206,0.239,0.214
2019-05-20,"1",0,"AJ","06:00:00",2,0.136,0.213,0.148,0.215,0.254,0.233
2019-01-07,"1",0,"AK","06:00:00",2,0.044,0.148,NA,0.216,0.201,0.138
2019-01-08,"1",0,"AK","06:00:00",2,0.049,0.155,NA,0.216,0.204,0.152
2019-01-10,"1",0,"AK","06:00:00",2,0.066,0.131,NA,0.227,0.213,0.153
2019-01-11,"1",0,"AK","06:00:00",2,0.039,0.135848,NA,0.229,0.213,0.152
2019-01-14,"1",0,"AK","06:00:00",2,0.048,0.135848,NA,0.225,0.21,0.147
2019-01-15,"1",0,"AK","06:00:00",2,0.056,0.136,NA,0.238,0.218,0.154
2019-01-17,"1",0,"AK","06:00:00",2,0.051,0.149328,NA,0.228,0.209,0.14
2019-01-18,"1",0,"AK","06:00:00",2,0.055,0.118,NA,0.217,0.207,0.141
2019-01-21,"1",0,"AK","06:00:00",2,0.0483333333333333,0.132,NA,0.258,0.234,0.149
2019-01-22,"1",0,"AK","06:00:00",2,0.055,0.26,NA,0.242,0.223,0.151
2019-01-23,"1",0,"AK","06:00:00",2,0.043,0.153,NA,0.244,0.225,0.15
2019-01-24,"1",0,"AK","06:00:00",2,0.056,0.154,NA,0.241,0.218,0.156
2019-01-28,"1",0,"AK","06:00:00",2,0.14,0.1432,NA,0.221,0.207,0.15
2019-01-29,"1",0,"AK","06:00:00",2,0.0560666666666667,0.165,NA,0.221,0.204,0.142
2019-01-31,"1",0,"AK","06:00:00",2,0.05,0.14424,NA,0.213,0.196,0.139
2019-02-01,"1",0,"AK","06:00:00",2,0.061,0.14604,NA,0.189,0.175,0.129
2019-02-04,"1",0,"AK","06:00:00",2,0.041,0.123,NA,0.217,0.199,0.145
2019-02-05,"1",0,"AK","06:00:00",2,0.0530833333333333,0.139,NA,0.216,0.199,0.139
2019-02-06,"1",0,"AK","06:00:00",2,0.059,0.128,NA,0.23,0.208,0.143
2019-02-07,"1",0,"AK","06:00:00",2,0.06,0.157,NA,0.243,0.226,0.163
2019-02-11,"1",0,"AK","06:00:00",2,0.047,0.144,NA,0.181,0.166,0.119
2019-02-12,"1",0,"AK","06:00:00",2,0.05,0.142,NA,0.207,0.19,0.132
2019-02-13,"1",0,"AK","06:00:00",2,0.047,0.126,NA,0.255,0.236,0.154
2019-02-14,"1",0,"AK","06:00:00",2,0.04375,0.123,NA,0.232,0.216,0.149
2019-02-15,"1",0,"AK","06:00:00",2,0.095,0.102,NA,0.211,0.2,0.135
2019-02-18,"1",0,"AK","06:00:00",2,0.057,0.145,NA,0.207,0.196,0.132
2019-02-19,"1",0,"AK","06:00:00",2,0.03,0.17,NA,0.2,0.185,0.122
2019-02-21,"1",0,"AK","06:00:00",2,0.039,0.16,NA,0.204,0.187,0.127
2019-03-11,"1",0,"AK","06:00:00",2,0.0483333333333333,0.137,NA,0.229,0.222,0.153
2019-03-12,"1",0,"AK","06:00:00",2,0.07,0.151,NA,0.248,0.234,0.163
2019-03-14,"1",0,"AK","06:00:00",2,0.048,0.156,NA,0.227,0.213,0.148
2019-03-18,"1",0,"AK","06:00:00",2,0.053,0.14164,NA,0.215,0.206,0.148
2019-03-20,"1",0,"AK","06:00:00",2,0.035,0.142,NA,0.212,0.201,0.146
2019-03-22,"1",0,"AK","06:00:00",2,0.0536666666666667,0.1706,NA,0.182,0.174,0.127
2019-03-25,"1",0,"AK","06:00:00",2,0.058,0.125,NA,0.198,0.187,0.137
2019-03-26,"1",0,"AK","06:00:00",2,0.0457333333333333,0.133,NA,0.219,0.203,0.149
2019-03-27,"1",0,"AK","06:00:00",2,0.053,0.152,NA,0.215,0.203,0.145
2019-03-28,"1",0,"AK","06:00:00",2,0.049,0.134,NA,0.22,0.204,0.144
2019-03-29,"1",0,"AK","06:00:00",2,0.05,0.125,NA,0.202,0.2,0.138
2019-04-01,"1",0,"AK","06:00:00",2,0.05,0.135,NA,0.202,0.191,0.142
2019-04-02,"1",0,"AK","06:00:00",2,0.047,0.13584,NA,0.207,0.196,0.14
2019-04-04,"1",0,"AK","06:00:00",2,0.059,0.146,NA,0.196,0.185,0.125
2019-04-05,"1",0,"AK","06:00:00",2,0.043,0.144,NA,0.18,0.169,0.121
2019-04-08,"1",0,"AK","06:00:00",2,0.05,0.14604,NA,0.204,0.193,0.129
2019-04-09,"1",0,"AK","06:00:00",2,0.062,0.174,NA,0.216,0.2,0.139
2019-04-10,"1",0,"AK","06:00:00",2,0.0536666666666667,0.151,NA,0.193,0.175,0.12
2019-04-11,"1",0,"AK","06:00:00",2,0.054,0.151,NA,0.207,0.193,0.131
2019-04-12,"1",0,"AK","06:00:00",2,0.053,0.133,NA,0.223,0.211,0.153
2019-04-15,"1",0,"AK","06:00:00",2,0.052,0.132,NA,0.207,0.197,0.143
2019-04-18,"1",0,"AK","06:00:00",2,0.049,0.135848,NA,0.234,0.212,0.137
2019-04-19,"1",0,"AK","06:00:00",2,0.052,0.14604,NA,0.2,0.184,0.132
2019-05-06,"1",0,"AK","06:00:00",2,0.038,0.128,NA,0.213,0.201,0.144
2019-05-07,"1",0,"AK","06:00:00",2,0.046,0.172,NA,0.211,0.197,0.139
2019-05-10,"1",0,"AK","06:00:00",2,0.055,0.1694,NA,0.188,0.177,0.138
2019-05-14,"1",0,"AK","06:00:00",2,0.055,0.149448,NA,0.225,0.216,0.158
2019-05-15,"1",0,"AK","06:00:00",2,0.171,0.1418,NA,0.209,0.199,0.148
2019-05-16,"1",0,"AK","06:00:00",2,0.0534,0.1462,NA,0.206,0.197,0.143
2019-05-20,"1",0,"AK","06:00:00",2,0.043,0.162,NA,0.215,0.203,0.15
2019-01-07,"1",0,"AM","06:00:00",2,NA,NA,NA,0.138,0.091,0.084
2019-01-08,"1",0,"AM","06:00:00",2,NA,NA,NA,0.152,0.106,0.096
2019-01-10,"1",0,"AM","06:00:00",2,NA,NA,NA,0.153,0.111,0.104
2019-01-11,"1",0,"AM","06:00:00",2,NA,NA,NA,0.152,0.108,0.093
2019-01-14,"1",0,"AM","06:00:00",2,NA,NA,NA,0.147,0.096,0.085
2019-01-15,"1",0,"AM","06:00:00",2,NA,NA,NA,0.154,0.106,0.092
2019-01-17,"1",0,"AM","06:00:00",2,NA,NA,NA,0.14,0.094,0.086
2019-01-18,"1",0,"AM","06:00:00",2,NA,NA,NA,0.141,0.104,0.088
2019-01-21,"1",0,"AM","06:00:00",2,NA,NA,NA,0.149,0.111,0.095
2019-01-22,"1",0,"AM","06:00:00",2,NA,NA,NA,0.151,0.102,0.082
2019-01-23,"1",0,"AM","06:00:00",2,NA,NA,NA,0.15,0.113,0.1
2019-01-24,"1",0,"AM","06:00:00",2,NA,NA,NA,0.156,0.117,0.099
2019-01-28,"1",0,"AM","06:00:00",2,NA,NA,NA,0.15,0.11,0.097
2019-01-29,"1",0,"AM","06:00:00",2,NA,NA,NA,0.142,0.1,0.086
2019-01-31,"1",0,"AM","06:00:00",2,NA,NA,NA,0.139,0.097,0.085
2019-02-01,"1",0,"AM","06:00:00",2,NA,NA,NA,0.129,0.095,0.086
2019-02-04,"1",0,"AM","06:00:00",2,NA,NA,NA,0.145,0.095,0.087
2019-02-05,"1",0,"AM","06:00:00",2,NA,NA,NA,0.139,0.095,0.086
2019-02-06,"1",0,"AM","06:00:00",2,NA,NA,NA,0.143,0.102,0.089
2019-02-07,"1",0,"AM","06:00:00",2,NA,NA,NA,0.163,0.117,0.094
2019-02-11,"1",0,"AM","06:00:00",2,NA,NA,NA,0.119,0.084,0.074
2019-02-12,"1",0,"AM","06:00:00",2,NA,NA,NA,0.132,0.094,0.079
2019-02-13,"1",0,"AM","06:00:00",2,NA,NA,NA,0.154,0.1,0.087
2019-02-14,"1",0,"AM","06:00:00",2,NA,NA,NA,0.149,0.109,0.096
2019-02-15,"1",0,"AM","06:00:00",2,NA,NA,NA,0.135,0.089,0.078
2019-02-18,"1",0,"AM","06:00:00",2,NA,NA,NA,0.132,0.088,0.081
2019-02-19,"1",0,"AM","06:00:00",2,NA,NA,NA,0.122,0.086,0.074
2019-02-21,"1",0,"AM","06:00:00",2,NA,NA,NA,0.127,0.1,0.085
2019-03-11,"1",0,"AM","06:00:00",2,NA,NA,NA,0.153,0.101,0.091
2019-03-12,"1",0,"AM","06:00:00",2,NA,NA,NA,0.163,0.111,0.097
2019-03-14,"1",0,"AM","06:00:00",2,NA,NA,NA,0.148,0.102,0.09
2019-03-18,"1",0,"AM","06:00:00",2,NA,NA,NA,0.148,0.099,0.081
2019-03-20,"1",0,"AM","06:00:00",2,NA,NA,NA,0.146,0.101,0.087
2019-03-22,"1",0,"AM","06:00:00",2,NA,NA,NA,0.127,0.097,0.087
2019-03-25,"1",0,"AM","06:00:00",2,NA,NA,NA,0.137,0.096,0.082
2019-03-26,"1",0,"AM","06:00:00",2,NA,NA,NA,0.149,0.11,0.096
2019-03-27,"1",0,"AM","06:00:00",2,NA,NA,NA,0.145,0.104,0.085
2019-03-28,"1",0,"AM","06:00:00",2,NA,NA,NA,0.144,0.1,0.086
2019-03-29,"1",0,"AM","06:00:00",2,NA,NA,NA,0.138,0.097,0.086
2019-04-01,"1",0,"AM","06:00:00",2,NA,NA,NA,0.142,0.103,0.089
2019-04-02,"1",0,"AM","06:00:00",2,NA,NA,NA,0.14,0.098,0.085
2019-04-04,"1",0,"AM","06:00:00",2,NA,NA,NA,0.125,0.091,0.084
2019-04-05,"1",0,"AM","06:00:00",2,NA,NA,NA,0.121,0.089,0.08
2019-04-08,"1",0,"AM","06:00:00",2,NA,NA,NA,0.129,0.087,0.081
2019-04-09,"1",0,"AM","06:00:00",2,NA,NA,NA,0.139,0.095,0.087
2019-04-10,"1",0,"AM","06:00:00",2,NA,NA,NA,0.12,0.082,0.072
2019-04-11,"1",0,"AM","06:00:00",2,NA,NA,NA,0.131,0.094,0.081
2019-04-12,"1",0,"AM","06:00:00",2,NA,NA,NA,0.153,0.101,0.085
2019-04-15,"1",0,"AM","06:00:00",2,NA,NA,NA,0.143,0.101,0.085
2019-04-18,"1",0,"AM","06:00:00",2,NA,NA,NA,0.137,0.094,0.081
2019-04-19,"1",0,"AM","06:00:00",2,NA,NA,NA,0.132,0.1,0.086
2019-05-06,"1",0,"AM","06:00:00",2,NA,NA,NA,0.144,0.087,0.079
2019-05-07,"1",0,"AM","06:00:00",2,NA,NA,NA,0.139,0.1,0.091
2019-05-10,"1",0,"AM","06:00:00",2,NA,NA,NA,0.138,0.094,0.088
2019-05-14,"1",0,"AM","06:00:00",2,NA,NA,NA,0.158,0.119,0.102
2019-05-15,"1",0,"AM","06:00:00",2,NA,NA,NA,0.148,0.105,0.091
2019-05-16,"1",0,"AM","06:00:00",2,NA,NA,NA,0.143,0.1,0.089
2019-05-20,"1",0,"AM","06:00:00",2,NA,NA,NA,0.15,0.102,0.089
2019-01-07,"1",0,"AT","06:00:00",2,NA,NA,NA,0.091,0.068,0.084
2019-01-08,"1",0,"AT","06:00:00",2,NA,NA,NA,0.106,0.069,0.096
2019-01-10,"1",0,"AT","06:00:00",2,NA,NA,NA,0.111,0.085,0.104
2019-01-11,"1",0,"AT","06:00:00",2,NA,NA,NA,0.108,0.068,0.093
2019-01-14,"1",0,"AT","06:00:00",2,NA,NA,NA,0.096,0.065,0.085
